"id"	"activity"
"obs_3315"	"Running 7 METs"
"obs_2623"	"Lying"
"obs_3981"	"Sitting"
"obs_5234"	"Sitting"
"obs_2711"	"Self Pace walk"
"obs_3273"	"Running 7 METs"
"obs_2737"	"Self Pace walk"
"obs_4635"	"Running 3 METs"
"obs_45"	"Running 7 METs"
"obs_1945"	"Lying"
"obs_3403"	"Self Pace walk"
"obs_3529"	"Self Pace walk"
"obs_108"	"Self Pace walk"
"obs_128"	"Self Pace walk"
"obs_5483"	"Lying"
"obs_1670"	"Running 3 METs"
"obs_8"	"Running 3 METs"
"obs_1402"	"Lying"
"obs_4002"	"Lying"
"obs_2083"	"Lying"
"obs_2886"	"Running 5 METs"
"obs_3108"	"Running 5 METs"
"obs_1862"	"Running 7 METs"
"obs_762"	"Running 7 METs"
"obs_3209"	"Sitting"
"obs_6091"	"Running 7 METs"
"obs_5596"	"Running 7 METs"
"obs_1127"	"Lying"
"obs_3834"	"Running 7 METs"
"obs_5900"	"Lying"
"obs_605"	"Lying"
"obs_2141"	"Sitting"
"obs_5016"	"Running 3 METs"
"obs_5866"	"Running 3 METs"
"obs_4816"	"Self Pace walk"
"obs_5957"	"Running 5 METs"
"obs_6147"	"Lying"
"obs_2710"	"Lying"
"obs_1853"	"Lying"
"obs_5980"	"Running 3 METs"
"obs_4029"	"Running 3 METs"
"obs_5834"	"Running 5 METs"
"obs_5861"	"Running 5 METs"
"obs_1576"	"Running 5 METs"
"obs_720"	"Running 7 METs"
"obs_6189"	"Running 7 METs"
"obs_6170"	"Sitting"
"obs_3552"	"Running 5 METs"
"obs_1224"	"Running 7 METs"
"obs_1882"	"Running 7 METs"
"obs_532"	"Running 7 METs"
"obs_1359"	"Running 7 METs"
"obs_5422"	"Lying"
"obs_4873"	"Sitting"
"obs_3916"	"Sitting"
"obs_2070"	"Self Pace walk"
"obs_2157"	"Self Pace walk"
"obs_859"	"Lying"
"obs_3364"	"Sitting"
"obs_1236"	"Sitting"
"obs_5598"	"Self Pace walk"
"obs_406"	"Self Pace walk"
"obs_4624"	"Self Pace walk"
"obs_2543"	"Self Pace walk"
"obs_3289"	"Self Pace walk"
"obs_533"	"Lying"
"obs_3064"	"Lying"
"obs_2562"	"Lying"
"obs_5336"	"Running 3 METs"
"obs_711"	"Running 3 METs"
"obs_5386"	"Running 3 METs"
"obs_3497"	"Lying"
"obs_2698"	"Running 5 METs"
"obs_1677"	"Running 5 METs"
"obs_5510"	"Running 5 METs"
"obs_5167"	"Running 5 METs"
"obs_3596"	"Sitting"
"obs_4262"	"Sitting"
"obs_104"	"Running 7 METs"
"obs_2888"	"Lying"
"obs_2415"	"Lying"
"obs_1400"	"Running 3 METs"
"obs_3929"	"Running 3 METs"
"obs_37"	"Lying"
"obs_6017"	"Lying"
"obs_1913"	"Running 3 METs"
"obs_69"	"Running 3 METs"
"obs_1436"	"Running 3 METs"
"obs_1313"	"Running 5 METs"
"obs_257"	"Running 5 METs"
"obs_4136"	"Running 5 METs"
"obs_3609"	"Running 7 METs"
"obs_4938"	"Running 7 METs"
"obs_5316"	"Sitting"
"obs_1247"	"Sitting"
"obs_6164"	"Lying"
"obs_3291"	"Running 7 METs"
"obs_4841"	"Running 7 METs"
"obs_2734"	"Sitting"
"obs_2149"	"Self Pace walk"
"obs_1137"	"Self Pace walk"
"obs_3118"	"Self Pace walk"
"obs_4562"	"Lying"
"obs_5988"	"Lying"
"obs_81"	"Lying"
"obs_113"	"Running 3 METs"
"obs_5627"	"Running 3 METs"
"obs_3396"	"Running 3 METs"
"obs_2525"	"Running 3 METs"
"obs_5621"	"Running 3 METs"
"obs_1283"	"Lying"
"obs_974"	"Lying"
"obs_2345"	"Running 5 METs"
"obs_245"	"Running 5 METs"
"obs_4253"	"Running 5 METs"
"obs_1250"	"Running 5 METs"
"obs_2150"	"Running 5 METs"
"obs_1934"	"Running 5 METs"
"obs_2261"	"Sitting"
"obs_1471"	"Sitting"
"obs_1747"	"Sitting"
"obs_986"	"Running 7 METs"
"obs_448"	"Running 7 METs"
"obs_4541"	"Running 7 METs"
"obs_925"	"Running 7 METs"
"obs_1015"	"Sitting"
"obs_1319"	"Lying"
"obs_3313"	"Sitting"
"obs_657"	"Sitting"
"obs_3125"	"Running 3 METs"
"obs_3220"	"Running 3 METs"
"obs_5344"	"Sitting"
"obs_4941"	"Lying"
"obs_1914"	"Running 3 METs"
"obs_1768"	"Running 3 METs"
"obs_1960"	"Running 3 METs"
"obs_4205"	"Self Pace walk"
"obs_4623"	"Lying"
"obs_6102"	"Lying"
"obs_1252"	"Sitting"
"obs_1447"	"Running 3 METs"
"obs_696"	"Running 5 METs"
"obs_4619"	"Sitting"
"obs_5948"	"Sitting"
"obs_2321"	"Running 7 METs"
"obs_3414"	"Sitting"
"obs_5626"	"Sitting"
"obs_2750"	"Self Pace walk"
"obs_4764"	"Self Pace walk"
"obs_6107"	"Self Pace walk"
"obs_76"	"Self Pace walk"
"obs_5742"	"Self Pace walk"
"obs_3930"	"Self Pace walk"
"obs_4007"	"Lying"
"obs_5762"	"Lying"
"obs_1070"	"Running 5 METs"
"obs_5649"	"Running 7 METs"
"obs_2221"	"Running 3 METs"
"obs_2299"	"Running 3 METs"
"obs_4672"	"Running 3 METs"
"obs_3450"	"Running 3 METs"
"obs_1979"	"Lying"
"obs_5471"	"Running 7 METs"
"obs_3371"	"Running 5 METs"
"obs_2166"	"Running 5 METs"
"obs_1244"	"Running 5 METs"
"obs_4682"	"Running 5 METs"
"obs_1943"	"Running 5 METs"
"obs_3123"	"Running 3 METs"
"obs_5446"	"Running 5 METs"
"obs_6096"	"Sitting"
"obs_4996"	"Running 7 METs"
"obs_2803"	"Running 7 METs"
"obs_2189"	"Lying"
"obs_3280"	"Self Pace walk"
"obs_6167"	"Self Pace walk"
"obs_4460"	"Self Pace walk"
"obs_978"	"Self Pace walk"
"obs_267"	"Lying"
"obs_3799"	"Lying"
"obs_5300"	"Lying"
"obs_4922"	"Sitting"
"obs_1238"	"Running 5 METs"
"obs_2662"	"Running 5 METs"
"obs_5990"	"Running 5 METs"
"obs_3790"	"Running 7 METs"
"obs_411"	"Running 7 METs"
"obs_1109"	"Running 7 METs"
"obs_4064"	"Lying"
"obs_3033"	"Lying"
"obs_3879"	"Running 7 METs"
